AuthorID,Author,Date,Content,Attachments,Reactions,,,,,,
1.00633E+18,james568872,2022-09-10T12:47:22.5470000-04:00,So what coin do you intend on going for?,,,,,,,,
8.25974E+17,alexon0604,2022-09-10T12:48:09.8190000-04:00,Matic Eth,,,,,,,,
1.00633E+18,james568872,2022-09-10T12:50:18.5980000-04:00,These coins are good for trading,,,,,,,,
8.25974E+17,alexon0604,2022-09-10T12:51:10.2700000-04:00,Thanks. But my question about staking it,,,,,,,,
8.89816E+17,hazardkrypto,2022-09-10T12:54:09.2920000-04:00,Hello my web 3 early adopters,,,,,,,,
9.05611E+17,jjaayy8694,2022-09-10T13:57:34.5620000-04:00,Hello man,,,,,,,,
9.92899E+17,bit_guru,2022-09-10T14:27:37.1560000-04:00,Yooo,,,,,,,,
8.89816E+17,hazardkrypto,2022-09-10T14:34:57.2400000-04:00,Helo,,,,,,,,
9.03955E+17,hunting_crypto,2022-09-10T15:36:56.2730000-04:00,Will LTC be rejected at $ 65 again?,https://cdn.discordapp.com/attachments/882554401154289667/1018243700343713802/IMG_5015.png?ex=661aded8&is=660869d8&hm=4e59c529132d8c10ae45c7fd506f931cfe0dbde9d4a51b0b213dc2a3f288b052&,,,,,,,
9.65646E+17,Bibi,2022-09-10T16:00:18.5390000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
6.44673E+17,kaizenbnb,2022-09-10T16:32:14.1010000-04:00,You can talk about in #deleted-channel,,,,,,,,
2.80101E+17,ptrnoah,2022-09-10T19:51:52.9780000-04:00,Hello,,🔥 (1),,,,,,
9.65646E+17,Bibi,2022-09-10T20:00:19.7760000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-10T20:00:23.6150000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
9.65646E+17,Bibi,2022-09-10T20:00:40.0030000-04:00,,,,,,,,,
9.52014E+17,Bibi#4458,2022-09-10T21:09:43.1370000-04:00,,,,,,,,,
9.65646E+17,Bibi,2022-09-11T04:00:19.3290000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-11T04:00:23.5240000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
4.56227E+17,Deleted User,2022-09-11T04:02:34.8190000-04:00,I have 2 and can’t find anywhere to put the other one,,,,,,,,
8.63751E+17,breyham,2022-09-11T05:17:10.5480000-04:00,Anyone knows where i can sell kidney haha🤣,,,,,,,,
4.56227E+17,Deleted User,2022-09-11T05:50:28.8500000-04:00,Go meet your doctor,,,,,,,,
1.56449E+17,lobio,2022-09-11T06:47:05.0920000-04:00,I have quwstion leverage trading means for example i put 10 dollars on long it goes up 1% and i have 100x leverage i get plus 1 dollar right?,,,,,,,,
2.39385E+17,hunyhoe,2022-09-11T07:47:48.6710000-04:00,"You sexy bastards anyone know what is going on with 
 wallet? it will not log in then just crashes",,,,,,,,
8.13742E+17,0xpipi,2022-09-11T07:53:31.8840000-04:00,don't have chinese group?,,,,,,,,
9.65646E+17,Bibi,2022-09-11T08:00:20.7520000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-11T08:00:37.7680000-04:00,,,,,,,,,
8.615E+17,aqibsahib,2022-09-11T08:03:53.1920000-04:00,"Not yet, Till then you can ask anything on Global channel",,,,,,,,
9.52014E+17,Bibi#4458,2022-09-11T09:04:49.4840000-04:00,,,,,,,,,
5.30773E+17,vig2004,2022-09-11T09:05:09.7070000-04:00,What was bad in that?,,,,,,,,
5.30773E+17,vig2004,2022-09-11T09:05:48.5580000-04:00,Foll_ow?,,,,,,,,
5.30773E+17,vig2004,2022-09-11T09:07:19.0990000-04:00,I just got 18 now wanna get into NFTs . Just opened a account and verified.... Where do I promote myself for folowerz?,,,,,,,,
5.30773E+17,vig2004,2022-09-11T09:07:37.9870000-04:00,Or NFT market dying?,,,,,,,,
5.30773E+17,vig2004,2022-09-11T09:08:34.2060000-04:00,:9117cheemsblanket: rookie here,,,,,,,,
6.93854E+17,mlatsa,2022-09-11T09:12:34.4950000-04:00,"guys i know that if one has eth on bsc their eth will be duplicated once the erc staking will go live, does anyone know what else i have to do? or should i only have it on bsc and thats it?",,,,,,,,
8.9354E+17,prolinn786,2022-09-11T09:34:45.3530000-04:00,BaB,,,,,,,,
8.86308E+17,jjay1614,2022-09-11T09:41:08.1640000-04:00,hi should i deposit eth via bsc chain in order to get airdrop?,,,,,,,,
3.75636E+17,discoinferno9282,2022-09-11T10:55:23.2930000-04:00,"If you x100 a 10$ investment, you will actually “invest�?1.000$, of which 1% is 10$ 😁",,,,,,,,
3.75636E+17,discoinferno9282,2022-09-11T10:55:59.5300000-04:00,"But be aware of leverage trading, it’s very volatile and can cost you money! You should be 100% sure about what your doing when trading like this😁",,,,,,,,
6.72235E+17,pankow.,2022-09-11T11:22:25.5710000-04:00,"Guys, can eth be transfered to binance today? or just after the merge?",,,,,,,,
6.93854E+17,mlatsa,2022-09-11T13:45:41.9110000-04:00,any replies regarding thisv,,,,,,,,
5.41689E+17,when_lambo,2022-09-11T14:07:09.5510000-04:00,<https://www.bnbchain.org/en/blog/binance-will-support-potential-eth-fork-via-eth-pow-airdrop-on-bnb-chain/>,,,,,,,,
8.83586E+17,crystal085904,2022-09-11T17:01:34.8680000-04:00,"6% I think is actually not very high
The main thing is to assess the risk
Because in the process of pledging ETH, if the price rises a lot, then the gain will be double, and if the price falls, then the pledged gain will be hedged
So this calculation shows that 6% is a really low return
(Personal opinion)",,🙏 (1),,,,,,
8.83586E+17,crystal085904,2022-09-11T17:02:36.7870000-04:00,"You can check if the ERC20 channel in Binance is open to transfer coins
The crypto.com platform has issued a notice, I'm not sure if BinanceUS has also issued a notice",,,,,,,,
1.0062E+18,funeymonkey69,2022-09-11T17:06:45.4060000-04:00,Can anybody teach me about future trades,,,,,,,,
7.76521E+17,noperson44,2022-09-11T17:59:06.4500000-04:00,"Question regarding Merge, if I have a ETH locked in Crypto Loans and hard Fork creates 2 tokens, will my ETH locked in the LOAN be part of it ?",,,,,,,,
2.80101E+17,ptrnoah,2022-09-11T18:40:48.5500000-04:00,🙋🙋,,,,,,,,
9.65646E+17,Bibi,2022-09-11T20:00:14.0080000-04:00,,,,,,,,,
9.65646E+17,Bibi,2022-09-11T20:00:23.8070000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-11T20:00:26.9880000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
3.61587E+17,lord_shas,2022-09-11T20:15:35.2840000-04:00,Hello all!,,,,,,,,
9.52014E+17,Bibi#4458,2022-09-11T21:59:26.4890000-04:00,,,,,,,,,
3.70627E+17,pepecrypto,2022-09-11T21:59:33.7750000-04:00,welcome,,,,,,,,
8.13742E+17,0xpipi,2022-09-11T22:10:47.7960000-04:00,1,,,,,,,,
9.65646E+17,Bibi,2022-09-12T00:00:22.0530000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
5.92415E+17,di3g009790,2022-09-12T00:20:01.4690000-04:00,Hey guys did you see ACA/usdt? Some whale keeping the price,,,,,,,,
5.92415E+17,di3g009790,2022-09-12T00:22:43.6140000-04:00,Merge on eth it's a update to whales stole a little of every transactions ⚠️,,,,,,,,
5.85274E+17,wizeer06,2022-09-12T01:36:12.7000000-04:00,"HI, what should I enter as Quantity on Binance calculator?",https://cdn.discordapp.com/attachments/882554401154289667/1018756900101300254/unknown.png?ex=661cbccc&is=660a47cc&hm=043f14d8a9cf9f04ca02396a0891efeaeb8440ad10e617fa6d1fb54caf5e7ab0&,,,,,,,
8.10905E+17,klifentro,2022-09-12T02:22:48.9960000-04:00,"Hi all. I'm trying to create a BABT token, but it doesn't work. I can connect the wallet, but I can’t sign the transaction. The tab with the transaction signature is not displayed.",,,,,,,,
5.96776E+17,umairnauman,2022-09-12T03:01:16.1990000-04:00,"Notice of Removal of Trading Pairs - 2022-09-16
https://www.binance.com/en/support/announcement/96c8dc9145ff48069c932513f69c616a",,,,,,,,
9.65646E+17,Bibi,2022-09-12T04:00:09.8770000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
9.65646E+17,Bibi,2022-09-12T04:00:18.3240000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T04:36:07.0740000-04:00,which wallet are you using?,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T04:37:42.5580000-04:00,"Binance Crypto Loans will suspend ETH borrowing from 2022-09-07 17:00 (UTC) to approximately 2022-09-16 00:00 (UTC). Binance reserves the right to update the suspension time of ETH borrowing and adjust the borrowing interest rate for ETH, with or without prior notice. Users with liability of ETH are required to return the equivalent value using the new forked token in the case of Scenario B.
Scenario B:
The chain splits into two competing chains and a new token is created. The “ETH�?ticker will be used for the Ethereum PoS chain. We will then credit to users�?Binance accounts the forked token from the minority chain at a ratio of 1:1, based on the snapshot of ETH balances before the Paris execution layer upgrade (approximately at ETH mainnet block height of 15,540,293, or 2022-09-15 00:30 (UTC)). Withdrawals for the forked token will be supported. Further details regarding this distribution will be stated in a separate announcement.
Binance reserves the right to update the treatment of the chain split in a further announcement.
In order to protect Binance users, the forked token will go through the same strict listing review process as Binance does for any other coin/token. Binance does not guarantee any listings as per our internal policy.",,,,,,,,
8.86251E+17,thejetmaster,2022-09-12T04:40:25.6860000-04:00,Guys when is Ergo going to be available? I kinda would prefer to buy it through Binance instead of KuCoin...,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T04:42:01.6740000-04:00,follow the channel #📢┃general-announcements  to stay updated ... future listing dates are classified information that no one will ever be able to give you,,,,,,,,
7.56865E+17,dileep3941,2022-09-12T05:51:09.4770000-04:00,Yo,,,,,,,,
8.86251E+17,thejetmaster,2022-09-12T06:08:24.0970000-04:00,ok :). Thanks!,,,,,,,,
9.22005E+17,johndell6209,2022-09-12T06:51:27.8440000-04:00,Hello? when is the award for the BUSD on solving the WODL event?,,,,,,,,
9.21363E+17,137mdr,2022-09-12T06:53:40.4590000-04:00,How many wins did you get?,,,,,,,,
9.21363E+17,137mdr,2022-09-12T06:53:59.4430000-04:00,I'm also waiting for my reward 🤧,,,,,,,,
9.22005E+17,johndell6209,2022-09-12T06:54:11.0910000-04:00,i won 10 games..but i did not receive yet the reward,,,,,,,,
6.44673E+17,kaizenbnb,2022-09-12T06:54:53.4270000-04:00,"10000 BUSD, but today start other prizes in ALGO",,,,,,,,
9.21363E+17,137mdr,2022-09-12T06:55:30.5340000-04:00,"If I remember correctly, the reward will be sent to our reward center within 14 days 🤔",,,,,,,,
9.22005E+17,johndell6209,2022-09-12T06:55:34.7580000-04:00,is it AVAX or ALGO?,,,,,,,,
6.44673E+17,kaizenbnb,2022-09-12T06:55:41.1640000-04:00,sorry ALGO,,,,,,,,
6.44673E+17,kaizenbnb,2022-09-12T06:56:02.7720000-04:00,25000$ in ALGO,,,,,,,,
9.22005E+17,johndell6209,2022-09-12T06:56:09.1670000-04:00,ok2x i was just thinking if others received it already..,,,,,,,,
6.44673E+17,kaizenbnb,2022-09-12T06:57:46.1520000-04:00,"The theme of this week is Eco-Friendly Blockchain. Read Binance News to learn more about this topic and participate in this week’s WODL. Users who get at least five correct answers will qualify for an equal share of $25,000 in ALGO token vouchers.",,,,,,,,
9.21363E+17,137mdr,2022-09-12T06:59:50.4530000-04:00,Wait for sometimes. But don't get your hopes to high. More than 175k+ people participated in that wodl. So the individual reward will be really slim 🤏,,,,,,,,
9.21363E+17,137mdr,2022-09-12T07:02:20.4020000-04:00,Hey @MrKaizen how long do you think it will take (approximately) for last week's wodl reward to sent to the winners?,,,,,,,,
4.90851E+17,snow_blue,2022-09-12T07:49:09.2230000-04:00,"I think they're usually distributed on the following Tuesday, for me. It's usually around 0.13, up to max 0.4 BUSD on rarer occasions",,,,,,,,
9.65646E+17,Bibi,2022-09-12T08:00:18.7340000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-12T08:00:22.8900000-04:00,,,,,,,,,
4.69773E+17,blonded6160,2022-09-12T08:02:27.4020000-04:00,Please when will the Binanceblockchain week ticket arrive,,,,,,,,
8.10905E+17,klifentro,2022-09-12T09:48:26.6530000-04:00,Trust Wallet and Metamask,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T10:43:47.8720000-04:00,I have used a lot of attempts with metamask ... I can only advise you to insist,,😭 (1),,,,,,
6.1454E+17,mireska4.20,2022-09-12T10:51:26.3230000-04:00,Hi I try to mint BABT...I have 2 busd in my trust wallet....still it shows topup....any solution?,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T11:00:38.3790000-04:00,the 1 BUSD for minting must be on binance,,🤣 (1),,,,,,
6.1454E+17,mireska4.20,2022-09-12T11:05:16.0210000-04:00,just now realised that,,,,,,,,
6.1454E+17,mireska4.20,2022-09-12T11:05:23.3390000-04:00,mint done,,🍻 (1),,,,,,
6.1454E+17,mireska4.20,2022-09-12T11:06:27.3940000-04:00,hope cz announce whoever mint BABT will receive 10000 BTC from 2009 in there wallets🤣,,,,,,,,
6.1454E+17,mireska4.20,2022-09-12T11:12:44.3900000-04:00,can I transfer my BABT from trustwallet to metamask?...if so which chain I choose for transaction,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T11:15:42.7250000-04:00,BNB Chain,,,,,,,,
6.1454E+17,mireska4.20,2022-09-12T11:15:50.2740000-04:00,cool,,,,,,,,
2.42063E+17,the.com,2022-09-12T11:16:48.9510000-04:00,@Tech Desk,,🚫 (1),,,,,,
2.42063E+17,the.com,2022-09-12T11:17:18.1930000-04:00,equalizer,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T11:17:19.0970000-04:00,banned... thx for reporting,,,,,,,,
2.42063E+17,the.com,2022-09-12T11:17:27.0390000-04:00,I was soooo confused,https://cdn.discordapp.com/attachments/882554401154289667/1018903173995433984/unknown.png?ex=661d4506&is=660ad006&hm=d965c84a05fa776c75fc8ef2d2104887acbee3ae2daa2dd645acfc6e4ca8feb0&,,,,,,,
2.42063E+17,the.com,2022-09-12T11:18:29.7770000-04:00,so when ppl from this discord server dm me I can almost 100% say that they are scammers right?,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T11:18:50.8210000-04:00,yes...,,,,,,,,
2.42063E+17,the.com,2022-09-12T11:18:54.6960000-04:00,sadge,,,,,,,,
2.42063E+17,the.com,2022-09-12T11:19:52.2140000-04:00,"ah btw regarding our conversation from before. I found quite a few of those portfolio managers, sadly none of em calculate the crypto thats on my binance card in sadge",,,,,,,,
5.41689E+17,when_lambo,2022-09-12T11:20:54.5450000-04:00,unfortunately there are no 100% complete services ... the only solution is to do everything by hand (excel) ... obviously it's a hard job,,,,,,,,
2.42063E+17,the.com,2022-09-12T11:21:10.6170000-04:00,yep thats the main struggle,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T11:21:14.0270000-04:00,,https://cdn.discordapp.com/attachments/882554401154289667/1018904126010175539/scam_02.jpg?ex=661d45e9&is=660ad0e9&hm=f0090e3e4371de54778753ab101e0e12799378d653630b485ccc585c948c76bd&,,,,,,,
2.42063E+17,the.com,2022-09-12T11:21:26.4750000-04:00,good image,,🍻 (1),,,,,,
6.1454E+17,mireska4.20,2022-09-12T11:23:58.3780000-04:00,I think its non transferrable right?,,,,,,,,
6.1454E+17,mireska4.20,2022-09-12T11:24:42.9020000-04:00,since its like acknowledgement of verified users....so cant transfer?,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T11:25:19.6730000-04:00,"it cannot be given to other users (and it is not convenient for those who made the kyc) ... if it cannot be done, you have to revoke it and mint it on another wallet",,👍 (1),,,,,,
9.65646E+17,Bibi,2022-09-12T12:00:10.8260000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
9.65646E+17,Bibi,2022-09-12T12:00:19.6770000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
5.75313E+17,sxyth,2022-09-12T12:02:09.9290000-04:00,Yo!,,,,,,,,
8.8337E+17,artm3misti,2022-09-12T12:17:42.0910000-04:00,Serious question. Where can I get a Binance skateboard deck that was shared on Binance Twitter?,,,,,,,,
5.6043E+17,munnamizan,2022-09-12T13:56:21.0360000-04:00,Listing sweetcoin?,,,,,,,,
5.61955E+17,z1wfb,2022-09-12T14:48:30.4680000-04:00,Thoughts on LUNA classic,,,,,,,,
3.2533E+17,cryptoitup,2022-09-12T15:03:27.2120000-04:00,Hi guys. Where can I get prompts about new coins being listed on Binance?,,,,,,,,
5.92415E+17,di3g009790,2022-09-12T15:38:05.4060000-04:00,Defira on tranquil finance next to list on Binance?,,,,,,,,
5.41689E+17,when_lambo,2022-09-12T15:39:39.6480000-04:00,"you can follow this thread #📢┃general-announcements 
or this page <https://www.binance.com/en/support/announcement/c-48?navId=48>",,,,,,,,
6.66034E+17,lilwilssj,2022-09-12T16:05:55.8630000-04:00,Buenas,,,,,,,,
9.64521E+17,c4er,2022-09-12T16:09:49.5570000-04:00,Excited for my binance card.,,,,,,,,
9.30919E+17,nisarsaad,2022-09-12T16:13:30.9590000-04:00,How about buying lunc would it go to 0.54,,,,,,,,
9.30919E+17,nisarsaad,2022-09-12T16:13:41.7250000-04:00,Your thoughts about lunc?,,,,,,,,
9.65646E+17,Bibi,2022-09-12T18:36:06.6750000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
9.65646E+17,Bibi,2022-09-12T20:00:23.1590000-04:00,If you need help or you have an inquiry please ask your question in the #🆘┃community-help channel,,,,,,,,
9.65646E+17,Bibi,2022-09-12T20:00:25.6250000-04:00,,,,,,,,,
5.96776E+17,umairnauman,2022-09-13T00:01:09.1700000-04:00,"Binance Will Support the Dash (DASH) and IOST (IOST) Network Upgrades & Hard Forks
https://www.binance.com/en/support/announcement/23f762f091ae41899be577772c6bb21f",,,,,,,,
9.65646E+17,Bibi,2022-09-13T00:01:40.1150000-04:00,You can report scammers in #🚨┃report-scams,,,,,,,,
2.80101E+17,ptrnoah,2022-09-13T03:03:20.6010000-04:00,Buenas 👀,,,,,,,,
5.04345E+17,yourgirl17,2022-09-13T03:21:41.5530000-04:00,"sir, i signed up for binance last night, and i got the algo, but when i wanted to withdraw the algo it couldn't because my balance was frozen, what should i do so that my balance doesn't freeze",,,,,,,,
5.04345E+17,yourgirl17,2022-09-13T03:30:55.9830000-04:00,Please answer sir,,,,,,,,
5.41689E+17,when_lambo,2022-09-13T03:42:57.6490000-04:00,have you completed  KYC?,,,,,,,,
5.04345E+17,yourgirl17,2022-09-13T03:43:54.1600000-04:00,"already sir, I joined the binance event when I signed up I got the algo",,,,,,,,
5.04345E+17,yourgirl17,2022-09-13T03:45:29.8210000-04:00,Can I send the event link? or i will pm you?,,,,,,,,
5.41689E+17,when_lambo,2022-09-13T03:46:50.5790000-04:00,I prefer to solve here ... so whoever has the same problem can find a solution,,,,,,,,
